time,x,y,z,phi,theta,psi,vx,vy,vz,wx,wy,wz,xdot,ydot,zdot,phidot,thetadot,psidot,vxdot,vydot,vzdot,wxdot,wydot,wzdot,fx,fy,fz,tauz,x_error,y_error,z_error,psi_error,solve_time,metadata
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
0.05,0.15707963267948966,0.004934802200544689,-0.05,-9.056171455482764e-05,0.0028826689052556063,0.15707963267948966,1.0,0.0,0.0,0.0,0.0,1.5707963267948966,3.1415926535897927,0.09869604401089377,-1.0,-0.0018112342910965526,0.05765337810511212,3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.0,1.450371474048258,0.04556476367846216,-0.7499,1.8287210836546184,0.00012336751833941229,-0.015707317311820675,0.005,-0.015707963267948877,12826562.0,2400.0
0.1,0.32191603298638927,0.012397978999679087,-0.10250000000000001,-0.00024416398380652625,0.005716498438463471,0.32201324699295375,0.9997532598899728,0.007853981633974483,-0.0025000000000000005,-4.528085727741382e-06,0.00014413344526278032,1.578650308428871,3.296728006137992,0.14926353598268796,-1.05,-0.003072045385033972,0.056676590664157284,3.298672286269282,-0.004934802200544679,0.15707963267948966,-0.05,-9.056171455482764e-05,0.0028826689052556063,0.15707963267948966,1.5232979849589043,0.08035771991012051,-0.7900042533586216,1.9216965182376078,0.00024669952424116737,-0.02355677744415381,0.0075,-0.023561944901923537,14322239.0,0.0
0.15000000000000002,0.41217431028177653,0.01587941949165119,-0.13128794841467126,-0.0003718852687830252,0.0065589630533155014,0.4122891232458432,0.9990069942368507,0.02394367957949724,-0.007627322697006442,-1.4415641153097234e-05,0.00043003127236241603,1.594750969651355,1.8051655459077458,0.0696288098394421,-0.5757589682934251,-0.002554425699529979,0.016849292297040606,1.8055175250577888,-0.014925313062440718,0.32179395891045515,-0.10254645394012882,-0.00019775110850711703,0.005717956541992714,0.32201322444968133,0.834657226036139,0.08013729626898727,-0.4375326135952699,1.0541474811566698,0.00011711927488067264,-0.023162771130145424,0.007372677302993561,-0.02316924694738831,14414478.0,0.0
0.2,0.4199415678678612,0.01187731635068636,-0.13383559293154582,-0.00040281972469734733,0.005362857753954308,0.4198409992004685,0.9977197861077857,0.04452464327737453,-0.014200593347571847,-2.414504526719803e-05,0.0007582765955967072,1.6153654229900059,0.15534515172169325,-0.08004206281929657,-0.05095289033749126,-0.0006186891182864428,-0.023922105987223864,0.15103751909250654,-0.02574416258130056,0.41161927395754583,-0.13146541301130812,-0.00019458808228201588,0.006564906464685822,0.41228906677301436,0.07254479786196752,0.04166192676955044,-0.04576214914362487,0.09195937327155732,-0.0003069423204858923,-0.018265876251938845,0.005799406652428153,-0.01826275687668666,12965573.0,0.0
0.25,0.3801221408199178,0.004015995326537035,-0.12113993724122826,-0.00038077275748285376,0.003242260282859346,0.3797965713487699,0.9961913867646798,0.06546934345488895,-0.02090830699887631,-2.8368253186930182e-05,0.001026926337212748,1.6363574725046277,-0.7963885409588674,-0.15722642048298652,0.2539131138063512,0.0004409393442898709,-0.04241194942189924,-0.8008885570339725,-0.030567986862118167,0.41889400355028844,-0.13415427302608926,-8.446415839464303e-05,0.005372994832320816,0.4198409902924385,-0.3659323574213329,0.008919160676690636,0.18294352536558287,-0.4620827872573108,-0.0007259469684481878,-0.012989752272955998,0.004091693001123692,-0.012978670630013678,14312396.0,0.0
0.30000000000000004,0.3336846538380331,-0.0018484287550713761,-0.10613863909409581,-0.0003930761847451549,0.0012534549204105613,0.33337661956027803,0.9947464283130795,0.08441525778505435,-0.02698482422950725,-2.7905733841393337e-05,0.0011895780595551897,1.655347306478689,-0.9287497396376944,-0.1172884816321682,0.30002596294264905,-0.0002460685452460232,-0.03977610724897569,-0.928399035769837,-0.0288991690320061,0.3789182866033079,-0.12153034461261884,9.250386910736905e-06,0.0032530344468488337,0.3797966794812243,-0.4256095823039764,0.012522783845358449,0.21860517164324011,-0.5366990723224041,-0.0008155362900005292,-0.009693055533459977,0.003015175770492755,-0.009696799923901267,14631615.0,0.0
0.35000000000000003,0.3054723335175076,-0.0029544322469605014,-0.09682522830821846,-0.000478989733829944,-0.00013677850926110198,0.3053822493755024,0.9934302132501027,0.10104140461281688,-0.0323115970406208,-2.7730660203721838e-05,0.0012527159615119744,1.672016147495287,-0.56424640641051,-0.0221200698377825,0.18626821571754676,-0.0017182709816957818,-0.027804668593433265,-0.5598874036955127,-0.026324301259534104,0.3325229365552505,-0.10653545622227101,3.5014727534299785e-06,0.001262758039135695,0.3333768203319614,-0.25663281905487667,0.04109703933851997,0.1343951734689679,-0.32264336681946715,-0.0005307422050769839,-0.008692906478228402,0.0026884029593792005,-0.00873592217525232,3333594.0,0.0
0.4,0.30001419072340474,-0.0003492195794978824,-0.09483989448696115,-0.0006186470148240969,-0.000964838404914926,0.30014352875025613,0.9920345721738852,0.11624574031555546,-0.037171984057462505,-3.2552275751469425e-05,0.0012463004586209785,1.6872852721287355,-0.10916285588205701,0.05210425334925238,0.039706676425146255,-0.0027931456198830567,-0.01656119791307648,-0.10477441250492504,-0.027912821524348905,0.3040867140547716,-0.09720774033683399,-9.643231095495168e-05,-0.00012831005781991644,0.30538249266896916,-0.04659198012834526,0.06705389195769354,0.025148358931147845,-0.05799643947523694,-8.012914059263299e-05,-0.009087493248748801,0.0028280159425374957,-0.009174760809752769,14843020.0,0.0
0.45,0.308912714317529,0.0032409684088857797,-0.09763537193182018,-0.0007670870770247406,-0.0015016630700395973,0.3091338565120893,0.9903092888410944,0.1311409534067714,-0.04193266991445238,-4.478116398492382e-05,0.0011985470561463507,1.7022924617837498,0.17797047188248474,0.07180375976767324,-0.05590954889718049,-0.002968801244012874,-0.010736493302493424,0.17980655523666395,-0.034505666655817696,0.2979042618243189,-0.09521371713979757,-0.000244577764669088,-0.0009550680494925583,0.3001437931002875,0.08560079193505345,0.07467072320075864,-0.04634520974885767,0.10760680238501459,0.0002856311245368337,-0.009760278530811267,0.0030673300855476177,-0.009875534422687515,12921927.0,0.0
