Time,X,Y,Z,Reference X,Reference Y,Reference Z,Error,u0,u1,u2,u3,deltaT
0.0,0.0,0.0,0.0,5.0,5.0,5.0,14.999117099332313,0.004999999999870859,0.004999999999870826,0.004999999999767554,-0.0,0.014422893524169922
0.25,0.000337836245138094,0.0003378320906407126,0.00020723346907817623,5.0,5.0,5.0,14.99129894390185,0.004999999999963975,0.004999999999963968,0.00499999999993551,-0.0,0.011440277099609375
0.5,0.0033425721246952565,0.0033423218397483807,0.002016279449783468,5.0,5.0,5.0,14.97677661991863,0.004999999996327993,0.004999999996327228,0.00499999999343408,-0.0,0.010951757431030273
0.75,0.008948756333595115,0.008947678169452905,0.005327820751425823,5.0,5.0,5.0,14.955772325929612,0.004999999998693514,0.0049999999986932485,0.004999999997664441,-0.0,0.010956525802612305
1.0,0.01709250853079312,0.0170897835767397,0.01004869814623422,5.0,5.0,5.0,14.928499884369801,0.004999999998425733,0.004999999998425395,0.004999999997193861,-0.0,0.010837793350219727
1.25,0.02771145953730989,0.027706168049893693,0.016091528561404556,5.0,5.0,5.0,14.895165224311443,0.004999999998646048,0.004999999998645767,0.0049999999975928805,-0.0,0.010750532150268555
1.5,0.040744702534833525,0.040735972914783494,0.02337434693601645,5.0,5.0,5.0,14.85596683628229,0.004999999998669053,0.004999999998668768,0.004999999997643789,-0.0,0.011096715927124023
1.75,0.05613275659246715,0.05611990439064198,0.03182027028952848,5.0,5.0,5.0,14.811096200026132,0.004999999998531645,0.004999999998531503,0.004999999997440924,-0.0,0.010822296142578125
2.0,0.07381754209672688,0.07380017831120929,0.04135718261718007,5.0,5.0,5.0,14.760738186156635,0.004999999998444526,0.004999999998444187,0.004999999997263059,-0.0,0.011197566986083984
2.25,0.09374236602545524,0.09372045892067746,0.05191743932320253,5.0,5.0,5.0,14.705071432904617,0.004999999998376618,0.004999999998376247,0.004999999997158114,-0.0,0.010700702667236328
2.5,0.11585191369457817,0.11582579563067062,0.06343758998010181,5.0,5.0,5.0,14.644268699482385,0.004999999998605444,0.004999999998605142,0.004999999997571498,-0.0,0.01070404052734375
2.75,0.14009224282321217,0.1400625619993206,0.07585811827765057,5.0,5.0,5.0,14.57849719793064,0.004999999998730415,0.0049999999987301496,0.004999999997790625,-0.0,0.010985851287841797
3.0,0.1664107756142897,0.16637840091791165,0.08912319809588824,5.0,5.0,5.0,14.507918905611616,0.004999999999003585,0.00499999999900336,0.004999999998271513,-0.0,0.010836362838745117
3.25,0.19475628504523698,0.19472217911599032,0.10318046470205075,5.0,5.0,5.0,14.432690860703287,0.004999999999065239,0.004999999999065026,0.004999999998386806,-0.0,0.010760068893432617
3.5,0.2250788726229927,0.22504395276629588,0.1179808001342625,5.0,5.0,5.0,14.3529654431047,0.004999999999162703,0.004999999999162514,0.004999999998562901,-0.0,0.010730504989624023
3.75,0.25732993630768847,0.2572949443908157,0.13347813189182312,5.0,5.0,5.0,14.268890643053517,0.004999999999199855,0.004999999999199677,0.004999999998634611,-0.0,0.010710000991821289
4.0,0.2914621289288524,0.29142752968456487,0.14962924410757372,5.0,5.0,5.0,14.180610319504318,0.004999999999197097,0.0049999999991969185,0.004999999998638268,-0.0,0.010651111602783203
4.25,0.327429308956785,0.3273952315190206,0.16639360042798584,5.0,5.0,5.0,14.088264449942166,0.004999999999183849,0.004999999999183669,0.0049999999986246975,-0.0,0.010633230209350586
4.5,0.36518648672307513,0.3651527174658417,0.18373317787527457,5.0,5.0,5.0,13.991989372867582,0.0049999999991786675,0.004999999999178485,0.004999999998625303,-0.0,0.01061868667602539
4.75,0.4046897699257618,0.40465579682260233,0.20161231101056326,5.0,5.0,5.0,13.891918023743608,0.004999999999179821,0.004999999999179639,0.0049999999986369585,-0.0,0.010656356811523438
5.0,0.44589631240430705,0.44586141337150204,0.21999754575939373,5.0,5.0,5.0,13.788180164804983,0.004999999999174997,0.004999999999174813,0.004999999998639177,-0.0,0.010854721069335938
5.25,0.4887642697145238,0.4887276309113792,0.23885750230048353,5.0,5.0,5.0,13.680902608846322,0.004999999999138311,0.004999999999138115,0.004999999998589923,-0.0,0.010723352432250977
5.5,0.533252764052629,0.5332136098417665,0.2581627464557868,5.0,5.0,5.0,13.570209436966739,0.004999999999052883,0.004999999999052666,0.004999999998463406,-0.0,0.01076817512512207
5.75,0.5793218597271533,0.5792795745517118,0.2778856690547524,5.0,5.0,5.0,13.45622221026675,0.00499999999889333,0.004999999998893033,0.00499999999821944,-0.0,0.010796546936035156
6.0,0.6269325488669912,0.626886772850026,0.29800037277836483,5.0,5.0,5.0,13.339060175661217,0.004999999998557598,0.004999999998557192,0.004999999997701821,-0.0,0.010688543319702148
6.25,0.6760467456133511,0.6759974299441247,0.3184825660191854,5.0,5.0,5.0,13.218840466258124,0.004999999997984737,0.004999999997984338,0.004999999996821518,-0.0,0.010844945907592773
6.5,0.7266272858883933,0.7265747003442691,0.3393094633223607,5.0,5.0,5.0,13.095678297110586,0.0049999999960066805,0.004999999996005591,0.004999999993572194,-0.0,0.011161565780639648
6.75,0.7786379291329184,0.7785826214147692,0.3604596919995268,5.0,5.0,5.0,12.96968715752137,0.004999999999952078,0.004999999999952066,0.004999999999925933,-0.0,0.011103153228759766
7.0,0.8320433582574677,0.8319860720707396,0.3819132045329717,5.0,5.0,5.0,12.840979001402417,0.004999999999746033,0.004999999999745967,0.004999999999611736,-0.0,0.011172771453857422
