Time,X,Y,Z,Reference X,Reference Y,Reference Z,Error,u0,u1,u2,u3,deltaT
0.0,0.0,0.0,0.0,5.0,5.0,5.0,8.659744294906229,0.00499999999987086,0.004999999999870827,0.004999999999767558,-0.0,0.046300649642944336
0.25,0.00033783624513809417,0.0003378320906407127,0.00020723346907817637,5.0,5.0,5.0,8.655230480763885,0.004999999999963975,0.004999999999963968,0.004999999999935508,-0.0,0.04708456993103027
0.5,0.0033425721246952574,0.0033423218397483825,0.0020162794497834693,5.0,5.0,5.0,8.646846013102914,0.0049999999963279895,0.0049999999963272245,0.0049999999934340735,-0.0,0.04787421226501465
0.75,0.008948756333595117,0.008947678169452907,0.005327820751425825,5.0,5.0,5.0,8.634719178314217,0.004999999998693507,0.00499999999869324,0.004999999997664427,-0.0,0.04636502265930176
1.0,0.01709250853079312,0.0170897835767397,0.01004869814623422,5.0,5.0,5.0,8.618973426838203,0.004999999998425735,0.0049999999984253985,0.004999999997193866,-0.0,0.04726910591125488
1.25,0.02771145953730988,0.02770616804989369,0.01609152856140455,5.0,5.0,5.0,8.599727651880164,0.004999999998646048,0.004999999998645766,0.004999999997592879,-0.0,0.049251556396484375
1.5,0.04074470253483351,0.04073597291478349,0.02337434693601644,5.0,5.0,5.0,8.577096451999733,0.004999999998669053,0.004999999998668768,0.004999999997643788,-0.0,0.03775501251220703
1.75,0.05613275659246714,0.05611990439064197,0.03182027028952847,5.0,5.0,5.0,8.55119037807853,0.00499999999853165,0.004999999998531508,0.0049999999974409326,-0.0,0.046843767166137695
2.0,0.07381754209672686,0.07380017831120927,0.04135718261718005,5.0,5.0,5.0,8.52211616521512,0.004999999998444526,0.004999999998444187,0.004999999997263059,-0.0,0.031247615814208984
2.25,0.09374236602545523,0.09372045892067742,0.05191743932320251,5.0,5.0,5.0,8.489976950240157,0.004999999998376625,0.004999999998376254,0.004999999997158126,-0.0,0.04739093780517578
2.5,0.11585191369457816,0.11582579563067058,0.06343758998010181,5.0,5.0,5.0,8.454872475731367,0.00499999999860544,0.0049999999986051384,0.004999999997571491,-0.0,0.03124070167541504
2.75,0.14009224282321217,0.14006256199932057,0.07585811827765057,5.0,5.0,5.0,8.41689928160546,0.004999999998730417,0.004999999998730153,0.00499999999779063,-0.0,0.04721713066101074
