Time,X,Y,Z,Reference X,Reference Y,Reference Z,Error,u0,u1,u2,u3,deltaT
60.18500000001234,-3.3240173987395307,7.173534573600452,-1.896574895698512,-5.0,5.0,-2.5,2.81021210567202,-0.00631045339759595,-0.028763465558091283,0.06784082986932205,-0.0,0.0010993480682373047
60.19000000001234,-3.3263229898083297,7.174108654507075,-1.8964154694882556,-5.0,5.0,-2.5,2.809316191089884,-0.00592306212128868,-0.02851790370364604,0.06741152242267034,-0.0,0.0018155574798583984
60.19500000001234,-3.3286282229165685,7.174681073422866,-1.896253363293514,-5.0,5.0,-2.5,2.8084215121076554,-0.005535426652354403,-0.028272422243110995,0.0669805379826851,-0.0,0.0
60.200000000012345,-3.330933096079159,7.175251829420807,-1.8960886101271441,-5.0,5.0,-2.5,2.807528061833155,-0.005147571283428576,-0.02802703560329789,0.06654789108613102,-0.0,0.0
60.20500000001235,-3.33323760737896,7.1758209216277296,-1.8959212430468486,-5.0,5.0,-2.5,2.8066358333511707,-0.004759520255731786,-0.027781758158431202,0.06611359630793423,-0.0,0.0010967254638671875
60.21000000001235,-3.335541754965941,7.1763883492237825,-1.895751295153697,-5.0,5.0,-2.5,2.8057448197238672,-0.004371297757362669,-0.0275366042290468,0.06567766826121613,-0.0,0.0018384456634521484
60.21500000001235,-3.33784553705634,7.176954111441901,-1.8955787995906526,-5.0,5.0,-2.5,2.804855013991205,-0.003982927921587276,-0.02729158808085863,0.06524012159729864,-0.0,0.0009965896606445312
60.220000000012355,-3.3401489519318077,7.177518207567262,-1.895403789541103,-5.0,5.0,-2.5,2.8039664091713505,-0.0035944348251142344,-0.027046723923678684,0.06480097100574511,-0.0,0.0010654926300048828
60.22500000001236,-3.342451997938543,7.178080636936728,-1.8952262982273946,-5.0,5.0,-2.5,2.8030789982610855,-0.003205842486428523,-0.026802025910305005,0.06436023121437451,-0.0,0.001039266586303711
60.23000000001236,-3.34475467348642,7.17864139893829,-1.8950463589093722,-5.0,5.0,-2.5,2.8021927742362136,-0.0028171748640808403,-0.026557508135445218,0.06391791698929161,-0.0,0.0
