time,x,y,z,phi,theta,psi,vx,vy,vz,wx,wy,wz,xdot,ydot,zdot,phidot,thetadot,psidot,vxdot,vydot,vzdot,wxdot,wydot,wzdot,fx,fy,fz,tauz,x_error,y_error,z_error,psi_error,solve_time,metadata
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
0.05,0.015966417997036485,0.0018355914840232576,-0.0022400658329492368,-3.368611451073728e-05,0.00029300995872764296,0.011083327278378964,1.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.31932835994072967,0.03671182968046515,-0.044801316658984736,-0.0006737222902147455,0.005860199174552858,0.22166654556757928,0.0,0.0,0.0,0.0,0.0,0.0,0.14742355078511812,0.016948661522945264,-0.03359650736257265,0.1290320961748879,0.00012336751833941229,-0.015707317311820675,0.005000000000000001,-0.015707963267948877,156250000.0,1000.0
0.1,0.03230593363820973,0.0038180199011402655,-0.004593639903341119,-7.017673887353495e-05,0.0005923919699272012,0.022610827784062072,0.9999082204257989,0.0007983208998518243,-0.00011200329164746184,-1.6843057255368641e-06,1.4650497936382148e-05,1.5713504931588156,0.326790312823465,0.03964856834234015,-0.04707148140783764,-0.0007298124872559535,0.005987640223991165,0.2305500101136622,-0.0018355914840232565,0.015966417997036485,-0.0022400658329492368,-3.368611451073728e-05,0.00029300995872764296,0.011083327278378964,0.15104213499745295,0.018407228493930086,-0.0354086154428732,0.13431177749449086,0.00040166006006725485,-0.03061243817827647,0.00988799670835254,-0.030861760171978947,250000000.0,0.0
0.15000000000000002,0.04893624044767465,0.005921645231279844,-0.007053611099255817,-0.00010910660185911738,0.000894585916484937,0.03453690654747529,0.9997164247057314,0.0024135081779095777,-0.0003417092732258859,-5.176579675653826e-06,4.4272000610034984e-05,1.57248103449825,0.33260613618929835,0.042072506602791576,-0.049199423918293954,-0.0007785972597116487,0.006043878931154716,0.23852157526826434,-0.0038359144013485106,0.03230374556115507,-0.004594119631568481,-6.984547900233924e-05,0.0005924300534730567,0.022610826788687376,0.15388254425220027,0.0198044684821577,-0.03712410169719745,0.13906499507594047,0.0008265497437613956,-0.04469294253173309,0.014658290726774117,-0.04543918210049336,250000000.0,0.0
0.2,0.06577841460611442,0.008117923508007475,-0.00961280770024819,-0.00015004564281363264,0.0011959046044077767,0.0468164174965937,0.9994162225552201,0.004859802302901693,-0.0006944996857950509,-1.0555458881424795e-05,8.901023558610717e-05,1.5742078795957481,0.33684348316879525,0.043925565534552624,-0.05118393201984748,-0.0008187808190903049,0.006026373758456794,0.24559021898236819,-0.006004043010226433,0.0489258824998423,-0.0070558082513833,-0.00010757758411541935,0.0008947646995214437,0.034536901949963617,0.15597191421170062,0.021126913245455632,-0.03874191293718971,0.14329652815380178,0.001389494126948554,-0.05793071722641168,0.019305500314204953,-0.05942030027094436,250000000.0,0.0
0.25,0.08275702363166552,0.010376030105018138,-0.012264025867356258,-0.00019251158623352814,0.001492564624442827,0.05940476362376443,0.9989991136562747,0.0081472763825427,-0.0011754371009056847,-1.784938406021455e-05,0.00014883017424165748,1.5765486998485543,0.3395721805110222,0.04516213194021323,-0.05302436334216134,-0.0008493188683979102,0.005933200400701006,0.2517669225434145,-0.008342177978908398,0.06574948159282014,-0.009618748302212678,-0.0001458785035757951,0.001196398773111006,0.04681640505612276,0.1573391133212955,0.02236405897117435,-0.04026126400271652,0.14701232650398818,0.0020817799231467315,-0.07031181934530224,0.023824562899094317,-0.0727874432860871,265625000.0,0.0
0.30000000000000004,0.09980019261890453,0.012663489194165229,-0.015000057759882005,-0.00023598416085399702,0.0017807181918701213,0.07225799697024617,0.9984565298725642,0.01228198353506036,-0.001789263484781764,-2.7032902500903872e-05,0.00022351142237395406,1.5795189367300975,0.3408633797447802,0.04574918178294182,-0.054720637850514946,-0.0008694514924093777,0.005763071348545886,0.25706466692963464,-0.010851675674209934,0.0826941430503532,-0.012276527677521583,-0.00018367036881378646,0.0014936249626459315,0.059404737630862,0.15801448807047588,0.023508358836371583,-0.041681626670994475,0.1502195093032532,0.002894565269484173,-0.08182632978345397,0.028210736515218243,-0.0855251696724928,265625000.0,0.0
0.35000000000000003,0.11683963354734953,0.014946798314944837,-0.017813719881619804,-0.00027992057987930215,0.0020564854989862627,0.08533291282385448,0.9977798758817781,0.01726611289420351,-0.0025403987944517324,-3.802458668438533e-05,0.00031264499910426584,1.583131834260636,0.34078881856889987,0.04566618241559215,-0.05627324243475596,-0.0008787283805061025,0.005515346142322832,0.2614983170721663,-0.013533079815722108,0.09968258718286296,-0.015022706193399371,-0.00021983368366962924,0.001782671534606236,0.07225795061077071,0.15802962921678074,0.024555161516766157,-0.04300273181981432,0.15292629873801641,0.003818920426598371,-0.09246819819684177,0.03245960120554827,-0.09762023540990339,328125000.0,0.0
0.4,0.1338106431344018,0.01719203869730097,-0.020697881000182057,-0.00032377187654427265,0.0023159871390179007,0.09858713904833714,0.996960568148214,0.023098153198131043,-0.0034329396279744657,-5.0686671435578126e-05,0.0004156315114162397,1.5873984761974191,0.33942019174104543,0.044904807647122694,-0.057683222371245034,-0.0008770259332994101,0.005190032800632761,0.26508452448965314,-0.016386154671280906,0.11664080607855065,-0.017850816670454666,-0.00025324169502385593,0.002059730246239478,0.08533283873566327,0.15741715564711625,0.02550260652823582,-0.04422456598606138,0.15514196425110086,0.004845866833736112,-0.10223508036617321,0.03656706037202554,-0.1090615567410691,265625000.0,0.0
0.45,0.15065207504298622,0.01936546292012442,-0.02364548920734023,-0.00036699966601238447,0.00255537619899785,0.11197922051574177,0.9959900721653984,0.02977306293125915,-0.004470657953534903,-6.482647150654682e-05,0.0005316807209145113,1.5923278276997916,0.3368286381716886,0.043468484456468996,-0.05895216414316347,-0.0008645557893622363,0.004787781199598989,0.2678416293480924,-0.019409919656312457,0.13349819466256216,-0.02075436651120875,-0.00028279600141937404,0.0023209841899654317,0.0985870300474486,0.15621051727986718,0.026351480266122752,-0.04534736553350902,0.1568767664061983,0.005966414448840829,-0.11112816900632352,0.040529342046465106,-0.1198401685066457,250000000.0,0.0
0.5,0.16730629229905983,0.021434052540531295,-0.02664959771492712,-0.0004090928969052251,0.0027708696580180632,0.1254686986140621,0.9948599379102996,0.037282446014781895,-0.005656999954039626,-8.019959930216053e-05,0.0006598124914830817,1.5979267812223812,0.33308434512147195,0.041371792408137494,-0.060082170151737814,-0.0008418646178568126,0.0043098691804042645,0.26978956196640624,-0.022602685101975308,0.15018766167045494,-0.02372684001009446,-0.0003074625559122742,0.002562635411371407,0.11197907045179199,0.1544438169921175,0.02710503772197406,-0.04637160858578097,0.15814190038169934,0.007171597315161815,-0.11915201902544897,0.044343000045960375,-0.12994917825200503,218750000.0,0.0
0.55,0.18371910562829752,0.023366039367531784,-0.029703389016325833,-0.00044958416106645704,0.0029587787666036686,0.1390161858033186,0.993561833462009,0.04561473207164146,-0.006995085034231612,-9.651496015953045e-05,0.0007988591009055819,1.6042002063873528,0.32825626658475404,0.03863973654000975,-0.0610758260279742,-0.0008098252832246382,0.003758182171712105,0.2709497437851299,-0.02596208896581091,0.16664572113719128,-0.02676170160383972,-0.00032630721714739833,0.0027809321884500046,0.12546850329943404,0.15215165096970085,0.027768794918011135,-0.0472980049209108,0.15894943910374193,0.008452507307235124,-0.1263143682077681,0.04800491496576839,-0.13938371635498226,250000000.0,0.0
