time,x,y,z,phi,theta,psi,vx,vy,vz,wx,wy,wz,xdot,ydot,zdot,phidot,thetadot,psidot,vxdot,vydot,vzdot,wxdot,wydot,wzdot,fx,fy,fz,tauz,x_error,y_error,z_error,psi_error,solve_time,metadata
20.35,0.010714026590314035,0.02374974484599786,-0.007963003397930359,-0.14292532773788513,-0.006658858155148118,0.001978092301649958,10.015816467911192,10.004602347511547,-10.021395438341305,0.01814063844166132,-0.1547583982235075,-0.001694633619025316,0.7473022101850109,0.8002340742729954,-1.0950833905367028,-0.016000875623222444,0.03681796173134995,-0.005014216241663129,-0.0334928447300446,-0.017378566770415174,0.04171761710435424,-0.1424385024773376,-0.00855334341753965,0.002037606858954034,0.3446252763895136,0.3742265301753165,-0.8181800791765841,-0.0028969330037575225,0.015816467911191623,0.004602347511546867,-0.02139543834130464,-0.001694633619025316,210885.0,0.0
20.400000000000002,0.017868819100258473,0.02994287387854437,-0.019484943697297096,-0.14305051730210952,-0.005339513463733896,0.0017852490362114206,10.016405831412,10.00579586462959,-10.021684908505073,0.010979887087278619,-0.15509308044433895,-0.00160066166548037,0.14309585019888874,0.12386258065093021,-0.23043880598733474,-0.0025037912844878274,0.026386893828284446,-0.0038568653087707482,0.011787270016155274,0.023870342360861267,-0.005789403275375397,-0.143215027087654,-0.006693644416628697,0.0018794390708989186,0.06641839980035849,0.056614754621789776,-0.1749088348794563,-0.0022256959916792827,0.016405831411999472,0.005795864629590142,-0.021684908505072542,-0.00160066166548037,217626.0,0.0
20.450000000000003,0.006083338390723263,0.01525716979072191,-0.0035858691775259265,-0.14272533884520452,-0.004372433220880299,0.0016373194914517098,10.017438906280086,10.007301963314076,-10.022493151430867,0.0038138643013571867,-0.1553610200966205,-0.0015132871555619918,-0.2357096141907042,-0.2937140817564492,0.3179814903954234,0.0065035691381000625,0.019341604857071933,-0.0029585908951942157,0.020661497361740274,0.030121973689712506,-0.016164858515869594,-0.14332045571842864,-0.005358793045631032,0.0017474901983675654,-0.10834685883721318,-0.13733967809913358,0.23539918810079563,-0.001704700319537681,0.01743890628008593,0.007301963314075621,-0.02249315143086683,-0.0015132871555619918,207803.0,0.0
20.5,-0.009718139608523094,-0.0034003067613968176,0.01852186099672558,-0.14229011444415843,-0.0034704034270280314,0.0015185018684405595,10.017767857701172,10.008065003130705,-10.02262034394321,-0.0033350940669216135,-0.1555799523926401,-0.0014312677034525438,-0.31602955998492716,-0.3731495310423746,0.44215460348503016,0.008704488020922007,0.01804059587704535,-0.0023763524602230046,0.006579028421728459,0.015260796332593243,-0.002543850246868505,-0.142979167365576,-0.004378645920392024,0.0016403890421889582,-0.1456148499569726,-0.17249179982645,0.33022074659517775,-0.0013672290360795842,0.017767857701171508,0.008065003130704795,-0.022620343943209775,-0.0014312677034525438,219424.0,0.0
20.55,-0.019774624760150326,-0.015125756093948855,0.03279913115812242,-0.1419334340419475,-0.0024667580922045733,0.0014187824739348306,10.017143993283744,10.007898970086497,-10.021780174101654,-0.010461599152696201,-0.1557532183821136,-0.0013538290096700139,-0.20112970303254463,-0.23450898665104072,0.28554540322793676,0.007133608044218856,0.02007290669646916,-0.0019943878901145795,-0.012477288348548865,-0.0033206608841431623,0.016803396831118967,-0.14253010171549174,-0.0034653197894695957,0.0015487738756506,-0.09279761236043772,-0.10636065547025918,0.21504227869403666,-0.001146051872524979,0.017143993283744052,0.007898970086497314,-0.02178017410165367,-0.0013538290096700139,214763.0,0.0
20.6,-0.02168607954401813,-0.01744302983782155,0.03559953604584318,-0.14168840130521665,-0.00132521249680118,0.0013345780763161386,10.015910620778994,10.007161549021767,-10.020305718047991,-0.017569612071296925,-0.15587580741428414,-0.0012807184743979729,-0.03822909567735609,-0.0463454748774539,0.05600809775441518,0.004900654734616891,0.022830911908067866,-0.0016840879523738362,-0.024667450095003405,-0.014748421294628587,0.02948912107324939,-0.14216025837201443,-0.0024517806434112242,0.0014622107054408197,-0.017714261872090842,-0.018129108692680293,0.04435907925268632,-0.0009664035288322486,0.0159106207789943,0.007161549021766689,-0.020305718047991306,-0.0012807184743979729,203280.0,0.0
20.650000000000002,-0.018075205728143716,-0.01354842867446725,0.03045623881789589,-0.1415012221257804,-8.542149668695439e-05,0.0012667722354044195,10.014559718086401,10.006322533469618,-10.018700789521583,-0.024664699949936766,-0.15594088547171253,-0.0012120026414895982,0.07221747631748827,0.07789202326708598,-0.10286594455894577,0.0037435835887248367,0.02479582000228451,-0.0013561168182343827,-0.027018053851854604,-0.016780311042972246,0.03209857052816044,-0.14190175757279683,-0.0013015611485676685,0.0013743166581674914,0.03327903813240132,0.039481543025442455,-0.0744864085794371,-0.000776316734746336,0.014559718086401219,0.006322533469617753,-0.01870078952158316,-0.0012120026414895982,202895.0,0.0
20.700000000000003,-0.012967156116165852,-0.008122931363835913,0.0230058994404754,-0.1412923422456009,0.0011870150626067345,0.0012179569783962601,10.01342711958965,10.005684246213962,-10.017320771881872,-0.03174973251565256,-0.15594359317800088,-0.0011477989021049248,0.10216099223955728,0.10850994621262676,-0.14900678754840982,0.004177597603590339,0.025448731185873777,-0.0009763051401631858,-0.02265196993500354,-0.012765745113116357,0.027600352794216163,-0.14170065131431578,-5.415412576721718e-05,0.0012840747876934656,0.047176152125808224,0.05310458259641957,-0.10957708986432957,-0.0005558928541820271,0.01342711958965026,0.005684246213961686,-0.017320771881871977,-0.0011477989021049248,212415.0,0.0
20.75,-0.009213396934302506,-0.004392249614169315,0.017328893752146215,-0.1410025216307752,0.0024400600612457125,0.0011903299404768997,10.012605638492834,10.00531576240994,-10.016272969469382,-0.03882362295806546,-0.1558823391708987,-0.0010880912713876144,0.07507518363726694,0.07461363499333194,-0.1135401137665837,0.0057964122965137935,0.025060899972779552,-0.0005525407583872079,-0.016429621936300282,-0.007369676080437344,0.020956048249790395,-0.1414778088482581,0.0012250801420440821,0.0011941526143462082,0.03475039258618364,0.03671816617634283,-0.08368498809667085,-0.00030969799706891035,0.012605638492834359,0.00531576240993914,-0.016272969469381948,-0.0010880912713876144,217821.0,0.0
20.8,-0.007690511752896272,-0.003260931146764141,0.014760746817444116,-0.14061290035619164,0.0036542630157713587,0.001184928315119678,10.012014613362687,10.005130588468134,-10.01548077463675,-0.045882351241713526,-0.1557581180366256,-0.0010326832046893613,0.03045770362812468,0.02262636934810348,-0.05136293869404199,0.007792425491671386,0.024284059090512924,-0.00010803250714443167,-0.0118205026029541,-0.0037034788360948475,0.015843896652639158,-0.14117456567296124,0.0024844226854620873,0.0011081613339650634,0.01420461575805388,0.012147685904933888,-0.037570695459141754,-5.12204889921e-05,0.012014613362687498,0.0051305884681340785,-0.015480774636749572,-0.0010326832046893613,209578.0,0.0
